"SubjectCode","CourseNumber","CourseUniqueId","CLODescription","ProcessDate","TermCode","SortOrder"
"ACC","111","108260ACC","3946.9.Prepare a bank reconciliation. (VIII)","2023-11-29","4236","9"
"ACC","111","108260ACC","3946.10.Describe uncollectible accounts receivable transactions. (IX)","2023-11-29","4236","10"
"ACC","111","108260ACC","3946.11.Explain and use perpetual and periodic inventory systems for a merchandising firm. (X)","2023-11-29","4236","11"
"ACC","111","108260ACC","3946.12.Describe inventory cost flow methods. (X)","2023-11-29","4236","12"
"ACC","111","108260ACC","3946.13.Calculate gross pay, deductions, net pay, and record payroll entries. (XI)","2023-11-29","4236","13"
"ACC","112","108261ACC","3946.1.Describe transactions applicable to acquisition, depreciation, and disposal of plant and equipment. (I)","2023-11-29","4236","1"
"ACC","112","108261ACC","3946.2.Record transactions applicable to the formation of partnerships, profit distribution, and liquidation of partnerships. (II)","2023-11-29","4236","2"
"ACC","112","108261ACC","3946.3.Describe the corporate concept and record transactions for the issuance of stock and dividend distributions. (III)","2023-11-29","4236","3"
"ACC","112","108261ACC","3946.4.Record transactions involving the purchase and sale of treasury stock. (III)","2023-11-29","4236","4"
"ACC","112","108261ACC","3946.5.Journalize long-term debt transactions. (IV)","2023-11-29","4236","5"
"ACC","112","108261ACC","3946.6.Describe accounting for short and long-term securities. (V)","2023-11-29","4236","6"
"ACC","112","108261ACC","3946.7.Prepare consolidated statements. (V)","2023-11-29","4236","7"
"ACC","112","108261ACC","3946.8.Prepare a statement of cash flows. (VI)","2023-11-29","4236","8"
"ACC","112","108261ACC","3946.9.Analyze financial statements using ratios and other analytical tools. (VII)","2023-11-29","4236","9"
"ACC","112","108261ACC","3946.10.Describe general tax concepts applicable to various forms of business organizations. (VIII)","2023-11-29","4236","10"
"ACC","115","108262ACC","4206.1.Describe the nature and purpose of financial accounting as it applies to an enterprises.  (I)","2023-11-29","4236","1"
"ACC","115","108262ACC","4206.2.Employ industry standards for data security and back-up/recovery of system and data.  (II)","2023-11-29","4236","2"
"ACC","115","108262ACC","4206.3.Develop a chart of accounts using an acceptable account numbering system, set up individual accounts for customers and vendors, and establish individual payroll records for employees utilizing an accounting software application.  (III)","2023-11-29","4236","3"
"ACC","115","108262ACC","4206.4.Journalize daily transactions in the appropriate journal and post to the general ledger accounts.  (IV)","2023-11-29","4236","4"
"ACC","115","108262ACC","4206.5.Explain and prepare adjusting closing journal entries.  (V)","2023-11-29","4236","5"
"ACC","115","108262ACC","4206.6.Evaluate month-end reports and documents to include an unadjusted trial balance, an adjusted trial balance, income statement, balance sheet, schedule of accounts receivable and accounts payable, checks, and customer statements.  (VI)","2023-11-29","4236","6"
"ACC","115","108262ACC","4206.7.Perform year-end operations by journalizing and posting adjustments to the general ledger, print financial statements, close all nominal accounts and update records, print post-closing trial balance, and delete unwanted accounts.  (VII)","2023-11-29","4236","7"
"ACC","115","108262ACC","4206.8.Describe internal control as it relates to the handling of cash.  (VIII)","2023-11-29","4236","8"
"ACC","115","108262ACC","4206.9.Prepare a bank reconciliation.  (IX)","2023-11-29","4236","9"
"ACC","107","108263ACC","4186.1.Describe business accounting as it applies to profit-seeking enterprises. (I)","2023-11-29","4236","1"
"ACC","107","108263ACC","4186.2.Perform the journalizing and posting process. (II)","2023-11-29","4236","2"
"ACC","107","108263ACC","4186.3.Prepare the trial balance, the income statement, anfd the balance sheet. (II)","2023-11-29","4236","3"
"ACC","107","108263ACC","4186.4.Explain and prepare the closing journal entries. (III)","2023-11-29","4236","4"
"ACC","107","108263ACC","4186.5.Describe ""internal control"" as it relates to the handling of cash. (IV)","2023-11-29","4236","5"
"ACC","107","108263ACC","4186.6.Maintain a record of receipts and payments of cash. (IV)","2023-11-29","4236","6"
"ACC","107","108263ACC","4186.7.Maintain accurate checking and petty cash records. (IV)","2023-11-29","4236","7"
"ACC","107","108263ACC","4186.8.Prepare a bank reconciliation. (V)","2023-11-29","4236","8"
"ACC","107","108263ACC","4186.9.Prepare and maintain individual payroll records. (VI)","2023-11-29","4236","9"
"ACC","107","108263ACC","4186.10.Prepare a payroll register. (VI)","2023-11-29","4236","10"
"ACC","107","108263ACC","4186.11.Calculate withholding and other taxes applied to payroll. (VI)","2023-11-29","4236","11"
"ACC","107","108263ACC","4186.12.Calculate and journalize employer payroll taxes and tax payments. (VII)","2023-11-29","4236","12"
"ACC","107","108263ACC","4186.13.Describe and demonstrate the accounting procedures for a service enterprise on the cash basis. (VIII)","2023-11-29","4236","13"
"ACC","107","108263ACC","4186.14.List and describe the parts of the accounting cycle. (IX)","2023-11-29","4236","14"
"ACC","107","108263ACC","4186.15.Record purchases and sales of a merchandising operation. (X)","2023-11-29","4236","15"
"ACC","107","108263ACC","4186.16.Explain and prepare adjusting journal entries. (XI)","2023-11-29","4236","16"
"ACC","107","108263ACC","4186.17.Apply accrual accounting and the record-keeping phases of the accounting cycle to a small retail business. (XI)","2023-11-29","4236","17"
"ACC","107","108263ACC","4186.18.Apply end-of-period procedures for a merchandising enterprise. (XI)","2023-11-29","4236","18"
"ACC","121","108269ACC","4222.1.Demonstrate the ability to gather relevant taxpayer data and filing documents for the preparation of the tax return.  (I)","2023-11-29","4236","1"
"ACC","121","108269ACC","4222.2.Determine the filing status of a taxpayer in various situations.  (I)","2023-11-29","4236","2"
"ACC","121","108269ACC","4222.3.Prepare federal tax returns to minimize tax liability and accurately reflect the taxpayers' obligation.  (I)","2023-11-29","4236","3"
"ACC","121","108269ACC","4222.4.Calculate taxpayers` federal tax liability.  (I-V)","2023-11-29","4236","4"
"ACC","121","108269ACC","4222.5.Utilize the current federal tax laws and filing practices to prepare federal tax return forms and related supporting schedules for individual taxpayers.  (I-V)","2023-11-29","4236","5"
"ACC","121","108269ACC","4222.6.Identify taxable and tax-exempt income of a taxpayer.  (II)","2023-11-29","4236","6"
"ACC","121","108269ACC","4222.7.Determine a taxpayer`s business income and related expenses for a sole proprietorship and complete the appropriate business schedules.  (II)","2023-11-29","4236","7"
"ACC","121","108269ACC","4222.8.Identify capital gains and losses for a taxpayer.  (II)","2023-11-29","4236","8"
"ACC","121","108269ACC","4222.9.Determine the tax treatment of income from retirement plans and Social Security.  (II)","2023-11-29","4236","9"
"ACC","121","108269ACC","4222.10.Calculate the applicable business deductions.  (II-III)","2023-11-29","4236","10"
"ACC","121","108269ACC","4222.11.Calculate the amount of a taxpayer`s itemized deductions and compare to their standard deduction.  (III)","2023-11-29","4236","11"
"ACC","121","108269ACC","4222.12.Describe available tax credits and the circumstances in which they apply.  (IV)","2023-11-29","4236","12"
"ACC","121","108269ACC","4222.13.Determine other taxes due.  (IV)","2023-11-29","4236","13"
"ACC","121","108269ACC","4222.14.Identify taxes withheld and estimated payments.  (IV)","2023-11-29","4236","14"
"ACC","298AA","108271ACC","4162.1.In consultation with a faculty advisor, select a discipline-related project to be completed in independent study. (I)","2023-11-29","4236","1"
"ACC","298AA","108271ACC","4162.2.Identify and develop project goals, objectives, methodology, a timeline for completion, and guidelines for documenting and evaluating the completed project. (I)","2023-11-29","4236","2"
"ACC","298AA","108271ACC","4162.3.Prepare and present a completed project to the faculty advisor for evaluation, in accordance with established methodology and guidelines. (II)","2023-11-29","4236","3"
"ACC","298AB","108272ACC","4162.1.In consultation with a faculty advisor, select a discipline-related project to be completed in independent study. (I)","2023-11-29","4236","1"
"ACC","298AB","108272ACC","4162.2.Identify and develop project goals, objectives, methodology, a timeline for completion, and guidelines for documenting and evaluating the completed project. (I)","2023-11-29","4236","2"
"ACC","298AB","108272ACC","4162.3.Prepare and present a completed project to the faculty advisor for evaluation, in accordance with established methodology and guidelines. (II)","2023-11-29","4236","3"
"ACC","298AC","108273ACC","4162.1.In consultation with a faculty advisor, select a discipline-related project to be completed in independent study. (I)","2023-11-29","4236","1"
"ACC","298AC","108273ACC","4162.2.Identify and develop project goals, objectives, methodology, a timeline for completion, and guidelines for documenting and evaluating the completed project. (I)","2023-11-29","4236","2"
"ACC","298AC","108273ACC","4162.3.Prepare and present a completed project to the faculty advisor for evaluation, in accordance with established methodology and guidelines. (II)","2023-11-29","4236","3"
"ACC","296WA","108277ACC","4026.1.In consultation with a faculty coordinator and the job supervisor, develop one learning objective for each credit hour taken. (I)","2023-11-29","4236","1"
"ACC","296WA","108277ACC","4026.2.Perform assigned job related duties in a satisfactory manner. (II)","2023-11-29","4236","2"
"ACC","296WA","108277ACC","4026.3.Complete a written report documenting work responsibilities and the accomplishment of each learning objective. (III)","2023-11-29","4236","3"
"ACC","296WB","108278ACC","4026.1.In consultation with a faculty coordinator and the job supervisor, develop one learning objective for each credit hour taken. (I)","2023-11-29","4236","1"
"ACC","296WB","108278ACC","4026.2.Perform assigned job related duties in a satisfactory manner. (II)","2023-11-29","4236","2"
"ACC","296WB","108278ACC","4026.3.Complete a written report documenting work responsibilities and the accomplishment of each learning objective. (III)","2023-11-29","4236","3"
"ACC","296WC","108279ACC","4026.1.In consultation with a faculty coordinator and the job supervisor, develop one learning objective for each credit hour taken. (I)","2023-11-29","4236","1"
"ACC","296WC","108279ACC","4026.2.Perform assigned job related duties in a satisfactory manner. (II)","2023-11-29","4236","2"
"ACC","296WC","108279ACC","4026.3.Complete a written report documenting work responsibilities and the accomplishment of each learning objective. (III)","2023-11-29","4236","3"
"ACC","296WD","108280ACC","4026.1.In consultation with a faculty coordinator and the job supervisor, develop one learning objective for each credit hour taken. (I)","2023-11-29","4236","1"
"ACC","296WD","108280ACC","4026.2.Perform assigned job related duties in a satisfactory manner. (II)","2023-11-29","4236","2"
"ACC","296WD","108280ACC","4026.3.Complete a written report documenting work responsibilities and the accomplishment of each learning objective. (III)","2023-11-29","4236","3"
"ACC","211","108281ACC","4162.1.Demonstrate generally accepted accounting principles.  (I)","2023-11-29","4236","1"
"ACC","211","108281ACC","4162.2.Analyze, journalize, and post business transactions using debits and credits.  (II)","2023-11-29","4236","2"
"ACC","211","108281ACC","4162.3.Prepare a simplified balance sheet and income statement.  (III)","2023-11-29","4236","3"
"ACC","211","108281ACC","4162.4.Compare and contrast accrual and cash basis methods of accounting.  (IV)","2023-11-29","4236","4"
"ACC","211","108281ACC","4162.5.Prepare an eight-column worksheet and make required adjusting, closing, and reversing entries to complete the accounting cycle.  (V)","2023-11-29","4236","5"
"ACC","211","108281ACC","4162.6.Describe accounting procedures applicable to a merchandising business.  (VI)","2023-11-29","4236","6"
"ACC","211","108281ACC","4162.7.Use special journals and subsidiary ledgers.  (VII)","2023-11-29","4236","7"
"ACC","211","108281ACC","4162.8.Describe a petty cash system.  (VIII)","2023-11-29","4236","8"
"ACC","211","108281ACC","4162.9.Prepare a bank reconciliation.  (VIII)","2023-11-29","4236","9"
"ACC","211","108281ACC","4162.10.Describe uncollectible accounts receivable transactions.  (IX)","2023-11-29","4236","10"
"ACC","211","108281ACC","4162.11.Explain and use perpetual and periodic inventory systems for a merchandising firm.  (X)","2023-11-29","4236","11"
"ACC","211","108281ACC","4162.12.Describe inventory cost flow methods.  (X)","2023-11-29","4236","12"
"ACC","211","108281ACC","4162.13.Calculate gross pay, deductions, net pay, and record payroll entries.  (XI)","2023-11-29","4236","13"
"ACC","211","108281ACC","4162.14.Describe transactions applicable to acquisition, depreciation, and disposal of plant and equipment.  (XII)","2023-11-29","4236","14"
"ACC","211","108281ACC","4162.15.Record transactions applicable to the formation of partnerships, profit distribution, and liquidation of partnerships.  (XIII)","2023-11-29","4236","15"
"ACC","211","108281ACC","4162.16.Describe the corporate concept and record transactions for the issuance of stock and dividend distributions.  (XIV)","2023-11-29","4236","16"
"ACC","211","108281ACC","4162.17.Record transactions involving the purchase and sale of treasury stock.  (XV)","2023-11-29","4236","17"
"ACC","211","108281ACC","4162.18.Journalize long-term debt transactions.  (XV)","2023-11-29","4236","18"
"ACC","211","108281ACC","4162.19.Describe accounting for short and long-term securities.  (XVI)","2023-11-29","4236","19"
"ACC","211","108281ACC","4162.20.Prepare consolidated statements.  (XVI)","2023-11-29","4236","20"
"ACC","211","108281ACC","4162.21.Prepare a statement of cash flows.  (XVII)","2023-11-29","4236","21"
"ACC","211","108281ACC","4162.22.Analyze financial statements using ratios and other analytical tools.  (XVIII)","2023-11-29","4236","22"
"ACC","211","108281ACC","4162.23.Describe general tax concepts applicable to various forms of business organizations.  (XIX)","2023-11-29","4236","23"
"ACC","212","108282ACC","4116.1.Describe the differences and similarities of financial and managerial accounting. (I, XVI)","2023-11-29","4236","1"
"ACC","212","108282ACC","4116.2.Define the terms and explain the concepts applicable to a cost accumulation system. (II)","2023-11-29","4236","2"
"ACC","212","108282ACC","4116.3.Describe the journal entries and inventory valuation system for job order cost accounting. (III)","2023-11-29","4236","3"
"ACC","212","108282ACC","4116.4.Prepare a process cost summary report. (III)","2023-11-29","4236","4"
"ACC","212","108282ACC","4116.5.Describe the cost behavior of fixed, variable, and mixed costs. (IV)","2023-11-29","4236","5"
"ACC","212","108282ACC","4116.6.Calculate contribution margin, contribution rate, and break-even point. (V)","2023-11-29","4236","6"
"ACC","212","108282ACC","4116.7.Describe the basic allocation process for segmented reporting. (VI)","2023-11-29","4236","7"
"ACC","212","108282ACC","4116.8.Describe the purpose and uses of budgeting. (VII)","2023-11-29","4236","8"
"ACC","212","108282ACC","4116.9.Prepare all budgets applicable to the master budget. (VII)","2023-11-29","4236","9"
"ACC","212","108282ACC","4116.10.Describe standard costs. (VIII)","2023-11-29","4236","10"
"ACC","212","108282ACC","4116.11.Calculate material and labor variances. (VIII)","2023-11-29","4236","11"
"ACC","212","108282ACC","4116.12.Prepare a flexible budget. (IX)","2023-11-29","4236","12"
"ACC","212","108282ACC","4116.13.Calculate overhead variances. (IX)","2023-11-29","4236","13"
"ACC","212","108282ACC","4116.14.Describe accounting for a decentralized operation. (X)","2023-11-29","4236","14"
"ACC","212","108282ACC","4116.15.Calculate return on investment. (X)","2023-11-29","4236","15"
"ACC","212","108282ACC","4116.16.Describe cost concepts applicable to decision making. (XI)","2023-11-29","4236","16"
"ACC","212","108282ACC","4116.17.Use different cost-plus pricing formulas to determine the price of goods and/or services. (XII)","2023-11-29","4236","17"
"ACC","212","108282ACC","4116.18.Use the present value concept to determine if and when capital items should be acquired. (XIII)","2023-11-29","4236","18"
"ACC","212","108282ACC","4116.19.Describe concepts of after tax cost and depreciation tax shield. (XIV)","2023-11-29","4236","19"
"ACC","212","108282ACC","4116.20.Describe guidelines and concepts applicable to the allocation of costs among departments. (XV)","2023-11-29","4236","20"
"ACC","219","108283ACC","4222.1.Demonstrate an awareness of and ability to navigate authoritative accounting standards.  (I-III)","2023-11-29","4236","1"
"ACC","219","108283ACC","4222.2.Apply generally accepted financial accounting principles to the annual report.  (I-XI)","2023-11-29","4236","2"
"ACC","219","108283ACC","4222.3.Apply professionalism in analyzing and reporting financial information.  (I-XI)","2023-11-29","4236","3"
"ACC","219","108283ACC","4222.4.Write supplemental information in notes to financial statements, supplying full and detailed disclosure.  (I-XI)","2023-11-29","4236","4"
"ACC","219","108283ACC","4222.5.Apply professional and ethical judgment.  (I-XI)","2023-11-29","4236","5"
"ACC","219","108283ACC","4222.6.Demonstrate ability to answer Certified Public Accountant (CPA) exam level questions.  (I-XI)","2023-11-29","4236","6"
"ACC","219","108283ACC","4222.7.Balance conflicts between generally accepted accounting principles.  (I-XI)","2023-11-29","4236","7"
"ACC","219","108283ACC","4222.8.Demonstrate adherence to professional standards in the presentation of financial information.  (I-XI)","2023-11-29","4236","8"
"ACC","219","108283ACC","4222.9.Solve problems using T-account techniques.  (I-XI)","2023-11-29","4236","9"
"ACC","219","108283ACC","4222.10.Apply analytical critical thinking and problem-solving skills to financial data.  (I-XI)","2023-11-29","4236","10"
"ACC","219","108283ACC","4222.11.Describe current trends in the accounting profession.  (I-XI)","2023-11-29","4236","11"
"ACC","219","108283ACC","4222.12.Demonstrate the ability to implement the accounting cycle.  (IV-XI)","2023-11-29","4236","12"
"ACC","219","108283ACC","4222.13.Apply time value of money concepts and compound interest techniques.  (VII, X-XI)","2023-11-29","4236","13"
"ACC","220","108284ACC","4222.1.Apply generally accepted financial accounting principles to the annual report.  (I-IX)","2023-11-29","4236","1"
"ACC","220","108284ACC","4222.2.Demonstrate flexibility in analyzing and reporting financial information.  (I-IX)","2023-11-29","4236","2"
"ACC","220","108284ACC","4222.3.Demonstrate ability to answer Certified Public Accountant (CPA) exam level questions.  (I-IX)","2023-11-29","4236","3"
"ACC","220","108284ACC","4222.4.Apply professional and ethical judgment.  (I-IX)","2023-11-29","4236","4"
"ACC","220","108284ACC","4222.5.Write supplemental information in notes to financial statements, supplying full and detailed disclosure.  (I-IX)","2023-11-29","4236","5"
"ACC","220","108284ACC","4222.6.Apply analytical, critical thinking, and problem-solving skills to financial data.  (I-IX)","2023-11-29","4236","6"
"ACC","220","108284ACC","4222.7.Balance conflicts between generally accepted accounting principles.  (I-IX)","2023-11-29","4236","7"
"ACC","220","108284ACC","4222.8.Solve problems using T-account techniques.  (I-IX)","2023-11-29","4236","8"
"ACC","220","108284ACC","4222.9.Demonstrate an awareness of and ability to navigate authoritative accounting standards.  (I-IX)","2023-11-29","4236","9"
"ACC","220","108284ACC","4222.10.Accurately measure income and make adequate disclosure of financial position.  (II)","2023-11-29","4236","10"
"ACC","220","108284ACC","4222.11.Accommodate tax and contract law to accounting reporting and requirements for regulatory compliance.  (IV)","2023-11-29","4236","11"
"ACC","220","108284ACC","4222.12.Apply time value of money concepts and compound interest techniques.  (VII-VIII)","2023-11-29","4236","12"
"ACC","221","108285ACC","4226.1.Identify basic theory, principles, and compliance for the more common aspects of personal, corporate, and non-corporate taxation, including the advantages and disadvantages of various business entities. (I, III)","2023-11-29","4236","1"
"ACC","221","108285ACC","4226.2.Interpret the filing requirements, options, alternative procedures, and various elections available to taxpayers and business entities. (I, III)","2023-11-29","4236","2"
"ACC","221","108285ACC","4226.3.Identify the interplay of social security, income, and payroll tax obligations. (I, III)","2023-11-29","4236","3"
"ACC","221","108285ACC","4226.4.Advise the business taxpayer of tax filing requirements and compliance. (I, III)","2023-11-29","4236","4"
"ACC","221","108285ACC","4226.5.Analyze financial records and determine appropriate application. (I, III-IV)","2023-11-29","4236","5"
"ACC","221","108285ACC","4226.6.Apply generally accepted accounting principles to taxation reporting and compliance. (II)","2023-11-29","4236","6"
"ACC","221","108285ACC","4226.7.Differentiate between accrual basis and cash basis methods of accounting for tax purposes. (II)","2023-11-29","4236","7"
"ACC","221","108285ACC","4226.8.Calculate business income, expenses, deductions, and credits to minimize tax liability. (IV)","2023-11-29","4236","8"
"ACC","221","108285ACC","4226.9.Identify business assets, their components, and the corresponding tax treatment. (IV)","2023-11-29","4236","9"
"ACC","222","108286ACC","3956.1.Describe requirements of the Social Security Act, the federal income tax withholding law, and other laws relating to the payment of wages and salaries. (I-V)","2023-11-29","4236","1"
"ACC","222","108286ACC","3956.2.Identify and describe the payroll and personnel records required by federal and state laws. (I)","2023-11-29","4236","2"
"ACC","222","108286ACC","3956.3.Apply basic payroll accounting systems and procedures in computing wages and salaries. (II)","2023-11-29","4236","3"
"ACC","222","108286ACC","3956.4.Prepare various forms required under FICA. (III)","2023-11-29","4236","4"
"ACC","222","108286ACC","3956.5.Maintain records for withholding employees' income taxes and complete required federal, state, and local returns. (IV)","2023-11-29","4236","5"
"ACC","222","108286ACC","3956.6.Describe coverage for unemployment compensation under FUTA and SUTA. (V)","2023-11-29","4236","6"
"ACC","222","108286ACC","3956.7.Prepare required unemployment compensation reports. (V)","2023-11-29","4236","7"
"ACC","222","108286ACC","3956.8.Journalize all payroll transactions. (VI)","2023-11-29","4236","8"
"ACC","222","108286ACC","3956.9.Describe the various social security benefits available. (VII)","2023-11-29","4236","9"
"ACC","222","108286ACC","3956.10.Use payroll accounting software. (VIII)","2023-11-29","4236","10"
"ACC","105","108289ACC","3902.1.Describe the fundamental payroll tax laws.  (I)","2023-11-29","4236","1"
"ACC","105","108289ACC","3902.2.Identify differences between Federal and Arizona payroll tax acts.  (II)","2023-11-29","4236","2"
"ACC","105","108289ACC","3902.3.Identify methods of maintaining payroll records.  (III)","2023-11-29","4236","3"
"ACC","105","108289ACC","3902.4.Describe coverage requirements under the Federal Insurance Contributions Act.  (IV)","2023-11-29","4236","4"
"ACC","105","108289ACC","3902.5.Define methods of income tax withholding.  (V)","2023-11-29","4236","5"
"ACC","105","108289ACC","3902.6.Describe coverage requirements under Federal and Arizona unemployment tax laws.  (VI)","2023-11-29","4236","6"
"ACC","105","108289ACC","3902.7.Prepare Federal and Arizona payroll tax reports.  (VII)","2023-11-29","4236","7"
"ACC","105","108289ACC","3902.8.Record employee's earnings transactions.  (VIII)","2023-11-29","4236","8"
"ACC","105","108289ACC","3902.9.Describe rules relating to payroll tax deposits.  (IX)","2023-11-29","4236","9"
"ACC","105","108289ACC","3902.10.List specific methods of accumulating employee earnings data.  (X)","2023-11-29","4236","10"
"ACC","105","108289ACC","3902.11.Identify the payroll tax filing penalties.  (XI)","2023-11-29","4236","11"
"ACC","105","108289ACC","3902.12.Describe purpose and function of Worker's Compensation Insurance laws.  (XII)","2023-11-29","4236","12"
"ACC","105","108289ACC","3902.13.Prepare Arizona Sale Tax Report.  (XIII)","2023-11-29","4236","13"
"ACC","105","108289ACC","3902.14.Prepare Arizona Personal Property Statement.  (XIV)","2023-11-29","4236","14"
